,custom_distance,artist,song_name,preview,type,id
1490,0.4844906481848726,Eric Clapton,Wonderful Tonight,,romance,3GBGdtSuPKI81bzrniHuF3
1491,0.48446369616901613,Ed Sheeran,Autumn Leaves - Deluxe Edition,,,7iBSkXB0pTvZasOLf0Qxk9
1492,0.48444061736705907,Julien Clerc,Ma préférence,,,3N9Vibj1SwLn4SRtWJVDVO
1493,0.4844326958210967,Mayday Parade,Terrible Things - EP Version,,,3ZjnFYlal0fXN6t61wdxhl
1494,0.4843907890967219,Manuel Turizo,Culpables,https://p.scdn.co/mp3-preview/3b3733204cd743d28dfc8b6536734b4c892c90d9?cid=99f699c35c2d4667917d680d9134d27e,romance,3RD0PGolM0mETGHaprwgMn
1495,0.48431128424334496,Óscar Chávez,Por Ti,,,5yRsYFUzZma7IaXhROkuo8
1496,0.48431045384209415,Renee Olstead,A Love That Will Last,,,4bJbSERtCqK9D6DRUPMmMh
1497,0.4842900400567427,Sofia Mills,Coffee Breath,,,2I9zHCCeKJRKMgJ6UJFN9W
1498,0.48425603767295494,Whitney Houston,I Have Nothing - Film Version,https://p.scdn.co/mp3-preview/5efefcb66bcd144cde6c730c4c6e2bbcdb2dd620?cid=99f699c35c2d4667917d680d9134d27e,decades,76puoNshqjAAocKl5KbmpQ
1499,0.48424850197314045,Ruth B.,Lost Boy,,,0zMzyHAeMvwq5CRstru1Fp
1500,0.4842043720415177,The Everly Brothers,Crying in the Rain,,,3lWuagNhAzcqOikD5KnBku
1501,0.48414989007455533,Langhorne Slim,Sea Of Love,https://p.scdn.co/mp3-preview/cfc1aacda330372d6848ed8d0e5709cf378b623c?cid=99f699c35c2d4667917d680d9134d27e,dinner,3ASn2iE7F4HvA8XyRbJ4tS
1502,0.4841283731045625,Asha Bhosle,Chhup Chhup Ke Sapnon Mein,,,264LYYffQCw5OGtUOxvzJ9
1503,0.48405937038734104,"Gary Jules, Michael Andrews",Mad World (Feat. Michael Andrews),,,3JOVTQ5h8HGFnDdp4VT3MP
1504,0.4839928870270859,Vicente Fernández,La Derrota,,,5kYjvOHOQtPoeKLHbN35rU
1505,0.4839604676102802,Alejandro Fernández,No Lo Beses,,,3cX7KNREYC4NBntB6ccHHt
1506,0.4839552485490172,"Los Cadetes De Linares, Homero Guerrero y Lupe Tijerina",Los Dos Amigos,,,6V6lgegjsKlcbBcJWmIz2S
1507,0.48394070148463664,Alabama Shakes,This Feeling,,,3IBhpCAFOJxynTfrw0t2LN
1508,0.4838612938667142,Wayne Newton,Danke Schoen,,,3H8Sn0mYsZMPPlMCbebOJ5
1509,0.48384919495129847,Jason Mraz,I Won't Give Up,,,05pKAafT85jeeNhZ6kq7HT
1510,0.48384788794158845,Vicente Fernández,Tu Camino y el Mío,,,3CCOZJRk10XwhS75UjtFso
1511,0.48383534161282854,Jack Johnson,Traffic In The Sky,,,1yZFWn5IOy4spqLgJmMLmU
1512,0.4838275287854931,Los Teen Tops,Pensaba en Ti - Tema Remasterizado,,,63bJH7VTZF8tgtgm7dPLrw
1513,0.4837473568895203,Robert Earl Keen,Feelin' Good Again,,,4NpYrBb5iuDqW1S5qrU3b6
1514,0.4836795716310187,Everything But The Girl,I Don't Want to Talk About It - 2012 Remaster,,,3idQKsObDAmfcIgz220iak
1515,0.4836743777432308,Marvin Gaye,Inner City Blues (Make Me Wanna Holler),,,4KuBTG9nvmPhgwlRoXnJrJ
1516,0.48367205372151,Bon Iver,Blood Bank,,,7qUoDTmVj07qUf6ZBDhWKl
1517,0.4836634667320457,Michael Ray,Her World or Mine,,,3cFWIhrapYb2VoNOUbo9Re
1518,0.4836374475967948,The Weeknd,Next,,,4m0KaNb0ClCOvgThd2Gv2b
1519,0.4836344026280801,Julie Andrews,"A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version",,,29bQPrp6BT0w3kaXTqIo8A
1520,0.4836227510015792,Vicente Fernández,Por Tu Maldito Amor,,,3KZI2xeiIRJd8fm84ClxH5
1521,0.48361184152851044,Bonnie Raitt,Thank You - Remastered,,,2zLIjfjQ8kMy7WSSLmF0I2
1522,0.48358079683606037,HAIM,Hallelujah,,toplists,5fxJc8fxbbM5ZiqaL6Ob6y
1523,0.48358026054125985,Tony Bennett,Rags to Riches - Remastered,,,4BH8EuPAxeFAh1rSWtnGdD
1524,0.4835528125567294,Lana Del Rey,Love,,,2Kerz9H9IejzeIpjhDJoYG
1525,0.48350820985645876,AJ Mitchell,Like Strangers Do,https://p.scdn.co/mp3-preview/54e8704e3ec173f081c486d703e73e6394288ac0?cid=99f699c35c2d4667917d680d9134d27e,pop,0Wc6cbF38a90b8wov9V63F
1526,0.4834914411869642,Crystal Gayle,Don't It Make My Brown Eyes Blue,,decades,0d8U9eJajtUmiJVXbIO624
1527,0.4834884760363212,The Moody Blues,Melancholy Man,,,1NeQzAqahRYI09bgLbhVFN
1528,0.4834713227049081,Smokey Robinson,Being With You,,soul,5khAYmr8HHFwI3sp0Lw9wp
1529,0.4834712928984175,Gilbert Bécaud,Et maintenant,,,7ljux6L94K33WbEM8mKGrf
1530,0.483468147067851,"Mac Miller, CeeLo Green",We (feat. CeeLo Green),,,4k5UZm89ZX0YAHUp55zpt9
1531,0.4834563165141445,Kali Uchis,Loner,,,6m6R6O2BOZDCNymhJ45spI
1532,0.48345303452420607,Los Dandys,Tres Regalos,,,0Wui9qdWQt5zhH0ZYXmrVq
1533,0.48342753215808026,Sylvan Esso,Funeral Singers,,decades,5Y42u37PlyQXegnuI1Hpo1
1534,0.4834185698244415,Abel Zavala,El Padre Que Siempre Soñe,,,1mjyjgatJGw8DtNTejtztn
1535,0.4833955600622031,"Ryan Montbleau, Tall Heights",Fast Car (feat. Tall Heights),,,79ms40oOzof3LMyrrXDXtJ
1536,0.4833820987152178,"Ryan McCartan, Barrett Wilbert Weed",Freeze Your Brain,,,0QCM97jGFzXZCxsWm3sgQ5
1537,0.4833792421020404,Dean Martin,Rudolph The Red-Nosed Reindeer,,holidays,2L9QLAhrvtP4EYg1lY0Tnw
1538,0.4833775008035724,Asin,Masdan Mo Ang Kapaligiran,,,38ZZhzGbNFHaoCXwcr1til
1539,0.4833629988513058,blackbear,deadroses,,,3cuW0sgJND4ZkdN1m7m7Gg
