max_best_average_f1,number of recommendations
0.0004616426077795765,110
0.00038663189149861567,55
0.0004288590360267548,83
0.0004475625857181688,97
0.0004554839319837311,104
0.0004574709336490529,107
0.00046058015344810767,109
