max_best_average_f1,number of recommendations
0.0006709856711330067,890
0.0006385745839017317,445
0.0006607751453149972,668
0.0006672436004901979,779
0.0006693953843033315,835
0.0006700178048549381,863
0.0006703181068430377,877
0.0006703557401167837,884
0.0006705569564149273,887
0.0006708860578717332,889
