max_best_average_f1,number of recommendations
0.0006859978660061202,1781
0.0006711605470263455,891
0.0006813459197556185,1336
0.0006847321220653427,1559
0.0006853890607632231,1670
0.0006853956191969321,1726
0.0006854996526220303,1754
0.0006858906378592933,1768
0.000686088291323391,1775
0.0006861294553069229,1772
0.0006860459518627223,1770
