max_best_average_f1,number of recommendations
0.0005689374476354575,221
0.00046251057978522977,111
0.0005177465153316073,166
0.0005437602597370123,194
0.0005572008519302046,208
0.0005638931854093545,215
0.000566802530689453,218
0.0005681477901223516,220
